2023-09-12 10:49:14,243 INFO    MainThread:19526 [wandb_setup.py:_flush():68] Configure stats pid to 19526
2023-09-12 10:49:14,244 INFO    MainThread:19526 [wandb_setup.py:_flush():68] Loading settings from /home/siddy/.config/wandb/settings
2023-09-12 10:49:14,244 INFO    MainThread:19526 [wandb_setup.py:_flush():68] Loading settings from /home/siddy/META/DBARC/wandb/settings
2023-09-12 10:49:14,244 INFO    MainThread:19526 [wandb_setup.py:_flush():68] Loading settings from environment variables: {'_require_service': 'True'}
2023-09-12 10:49:14,244 INFO    MainThread:19526 [wandb_setup.py:_flush():68] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2023-09-12 10:49:14,244 INFO    MainThread:19526 [wandb_init.py:_log_setup():478] Logging user logs to /home/siddy/META/DBARC/wandb/run-20230912_104914-din8oame/logs/debug.log
2023-09-12 10:49:14,244 INFO    MainThread:19526 [wandb_init.py:_log_setup():479] Logging internal logs to /home/siddy/META/DBARC/wandb/run-20230912_104914-din8oame/logs/debug-internal.log
2023-09-12 10:49:14,244 INFO    MainThread:19526 [wandb_init.py:_jupyter_setup():428] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7f3bd4eb8940>
2023-09-12 10:49:14,244 INFO    MainThread:19526 [wandb_init.py:init():518] calling init triggers
2023-09-12 10:49:14,244 INFO    MainThread:19526 [wandb_init.py:init():521] wandb.init called with sweep_config: {}
config: {'architecture': 'GCN+Ball-atten', 'dataset': 'wisconsin', 'epoch': 100, 'lr': 0.001, 'weight_decay': 0.0005, 'Batch size': 1}
2023-09-12 10:49:14,245 INFO    MainThread:19526 [wandb_init.py:init():571] starting backend
2023-09-12 10:49:14,245 INFO    MainThread:19526 [wandb_init.py:init():575] setting up manager
2023-09-12 10:49:14,246 INFO    MainThread:19526 [backend.py:_multiprocessing_setup():106] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2023-09-12 10:49:14,248 INFO    MainThread:19526 [wandb_init.py:init():582] backend started and connected
2023-09-12 10:49:14,259 INFO    MainThread:19526 [wandb_run.py:_label_probe_notebook():1202] probe notebook
2023-09-12 10:49:14,259 INFO    MainThread:19526 [wandb_run.py:_label_probe_notebook():1212] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2023-09-12 10:49:14,260 INFO    MainThread:19526 [wandb_init.py:init():670] updated telemetry
2023-09-12 10:49:14,279 INFO    MainThread:19526 [wandb_init.py:init():710] communicating run to backend with 60.0 second timeout
2023-09-12 10:49:15,206 INFO    MainThread:19526 [wandb_run.py:_on_init():2121] communicating current version
2023-09-12 10:49:15,260 INFO    MainThread:19526 [wandb_run.py:_on_init():2125] got version response upgrade_message: "wandb version 0.15.10 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2023-09-12 10:49:15,260 INFO    MainThread:19526 [wandb_init.py:init():758] starting run threads in backend
2023-09-12 10:49:26,135 INFO    MainThread:19526 [wandb_run.py:_console_start():2101] atexit reg
2023-09-12 10:49:26,135 INFO    MainThread:19526 [wandb_run.py:_redirect():1959] redirect: SettingsConsole.WRAP_RAW
2023-09-12 10:49:26,136 INFO    MainThread:19526 [wandb_run.py:_redirect():2024] Wrapping output streams.
2023-09-12 10:49:26,136 INFO    MainThread:19526 [wandb_run.py:_redirect():2046] Redirects installed.
2023-09-12 10:49:26,136 INFO    MainThread:19526 [wandb_init.py:init():798] run started, returning control to user process
2023-09-12 10:49:26,137 INFO    MainThread:19526 [wandb_init.py:_pause_backend():391] pausing backend
2023-09-12 10:49:26,137 INFO    MainThread:19526 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-09-12 10:49:26,300 INFO    MainThread:19526 [wandb_init.py:_resume_backend():400] resuming backend
2023-09-12 10:49:26,321 INFO    MainThread:19526 [wandb_init.py:_pause_backend():391] pausing backend
2023-09-12 10:49:26,321 INFO    MainThread:19526 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-09-12 10:49:26,493 INFO    MainThread:19526 [wandb_init.py:_resume_backend():400] resuming backend
2023-09-12 10:49:26,519 INFO    MainThread:19526 [wandb_init.py:_pause_backend():391] pausing backend
2023-09-12 10:49:26,519 INFO    MainThread:19526 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-09-12 10:49:26,574 INFO    MainThread:19526 [wandb_init.py:_resume_backend():400] resuming backend
2023-09-12 10:49:26,577 INFO    MainThread:19526 [wandb_init.py:_pause_backend():391] pausing backend
2023-09-12 10:49:26,577 INFO    MainThread:19526 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-09-12 10:49:26,658 INFO    MainThread:19526 [wandb_init.py:_resume_backend():400] resuming backend
2023-09-12 10:49:26,663 INFO    MainThread:19526 [wandb_init.py:_pause_backend():391] pausing backend
2023-09-12 10:49:26,663 INFO    MainThread:19526 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-09-12 10:49:26,716 INFO    MainThread:19526 [wandb_init.py:_resume_backend():400] resuming backend
2023-09-12 10:49:26,721 INFO    MainThread:19526 [wandb_init.py:_pause_backend():391] pausing backend
2023-09-12 10:49:26,721 INFO    MainThread:19526 [jupyter.py:save_ipynb():379] not saving jupyter notebook
